title,type_code,faction_code,pack_code,stripped_text
Muckraker,ice,nbn,st,"When you rez Muckraker, take 1 bad publicity. Subroutine Trace[1]. If successful, give the Runner 1 tag. Subroutine Trace[2]. If successful, give the Runner 1 tag. Subroutine Trace[3]. If successful, give the Runner 1 tag. Subroutine End the run if the Runner is tagged."
Pop-up Window,ice,nbn,ce,"When the Runner encounters this ice, gain 1 credit. Subroutine End the run unless the Runner pays 1 credit."
RSVP,ice,nbn,tc,"Subroutine The Runner cannot spend any credits for the remainder of this run."
Snoop,ice,nbn,mt,"When the Runner encounters Snoop, reveal all cards in the Runner's grip. Hosted power counter: Reveal all cards in the Runner's grip. Trash 1 of those cards. Subroutine Trace[3]. If successful, place 1 power counter on Snoop."
Special Offer,ice,nbn,dad,"Subroutine The Corp gains 5 credits. Trash Special Offer."
Tollbooth,ice,nbn,core,"When the Runner encounters this ice, they must pay 3 credits, if able. If they do not, end the run. Subroutine End the run."
Uroboros,ice,nbn,asis,"Subroutine Trace[4]. If successful, the Runner cannot make another run this turn. Subroutine Trace[4]. If successful, end the run."
Wraparound,ice,nbn,fal,"While there are no installed fracter programs, this ice gets +7 strength. Subroutine End the run."
Blue Sun: Powering the Future,identity,weyland-consortium,uao,"When your turn begins, you may add 1 rezzed card to HQ and gain credits equal to its rez cost."
Weyland Consortium: Because We Built It,identity,weyland-consortium,asis,"1 recurring credit Use this credit to advance ice."
Weyland Consortium: Builder of Nations,identity,weyland-consortium,bm,"The first time each turn an encounter with an advanced piece of ice ends, do 1 meat damage."
Weyland Consortium: Building a Better World,identity,weyland-consortium,core,"Whenever you play a transaction operation, gain 1 credit."
Armored Servers,agenda,weyland-consortium,td,"When you score this agenda, place 1 agenda counter on it. Hosted agenda counter: For the remainder of this run, the Runner must trash 1 card from the grip as an additional cost to jack out or break a subroutine. Use this ability only during a run."
City Works Project,agenda,weyland-consortium,tdatd,"Install City Works Project faceup. When the Runner accesses City Works Project while it is installed, do 2 meat damage and 1 additional meat damage for each advancement token on it."
Crisis Management,agenda,weyland-consortium,23s,"If the Runner is tagged, Crisis Management gains 'When your turn begins, do 1 meat damage.'"
Geothermal Fracking,agenda,weyland-consortium,om,"Place 2 agenda counters on Geothermal Fracking when you score it. click, hosted agenda counter: Gain 7 credits and take 1 bad publicity."
Government Contracts,agenda,weyland-consortium,asis,"click, click: Gain 4 credits."
Government Takeover,agenda,weyland-consortium,oac,"click: Gain 3 credits. Limit 1 Government Takeover per deck."
Hostile Takeover,agenda,weyland-consortium,core,"When you score this agenda, gain 7 credits and take 1 bad publicity."
Project Atlas,agenda,weyland-consortium,wla,"When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3. Hosted agenda counter: Search R&D for 1 card and reveal it. Add it to HQ."
Standoff,agenda,weyland-consortium,baw,"When you score this agenda, the Runner may trash 1 of their installed cards. If they do not, draw 1 card and gain 5 credits. Otherwise, you may trash 1 of your installed cards to repeat this process."
The Cleaners,agenda,weyland-consortium,st,"Interrupt -> Whenever you would do meat damage, increase that damage by 1."
BOOM!,operation,weyland-consortium,es,"Play only if the Runner has at least 2 tags. As an additional cost to play this operation, spend click. Do 7 meat damage."
Beanstalk Royalties,operation,weyland-consortium,core,"Gain 3 credits."
Commercialization,operation,weyland-consortium,ce,"Choose a piece of ice. Gain 1 credit for each advancement token on that ice."
Consulting Visit,operation,weyland-consortium,tlm,"This card costs 0 influence if you have 6 or more non-alliance weyland-consortium cards in your deck. As an additional cost to play this operation, spend click. Search R&D for an operation and play it (paying all costs). Shuffle R&D."
Hunter Seeker,operation,weyland-consortium,td,"As an additional cost to play this operation, spend click. Play only if the Runner stole an agenda during their last turn. Trash 1 installed card."
Oversight AI,operation,weyland-consortium,asis,"Rez a piece of ice, ignoring all costs, and install Oversight AI on that ice as a hosted condition counter with the text 'Trash host ice if all its subroutines are broken during a single encounter.'"
Priority Construction,operation,weyland-consortium,cd,"As an additional cost to play this operation, spend click. Install a piece of ice from HQ protecting a remote server (ignoring all costs). Place 3 advancement tokens on that ice."
Punitive Counterstrike,operation,weyland-consortium,tc,"Trace[5]. If successful, do X meat damage. X is equal to the sum of the printed agenda points on all agendas the Runner stole during their last turn."
Sacrifice,operation,weyland-consortium,so,"As an additional cost to play this operation, forfeit an agenda. Remove 1 bad publicity per agenda point that the forfeited agenda was worth. Gain 1 credit for each bad publicity removed."
Scorched Earth,operation,weyland-consortium,core,"Play only if the Runner is tagged. Do 4 meat damage."
Shipment from Kaguya,operation,weyland-consortium,core,"Place 1 advancement token on each of up to 2 different installed cards that can be advanced."
Success,operation,weyland-consortium,baw,"As an additional cost to play this operation, forfeit an agenda and spend click click. Advance a card X times. X equals the advancement requirement of the agenda just forfeited."
Trojan Horse,operation,weyland-consortium,cotc,"Play only if the Runner accessed a card during their last turn. Trace[4]. If successful, trash 1 installed program with an install cost of X or less, where X is equal to the amount by which your trace strength exceeded the Runner's link strength."
Witness Tampering,operation,weyland-consortium,dt,"As an additional cost to play this operation, spend click. Remove up to 2 bad publicity."
Anson Rose,asset,weyland-consortium,ml,"When your turn begins, place 1 advancement token on Anson Rose. Whenever you rez a piece of ice, you may move any number of advancement tokens from Anson Rose to that ice."
C.I. Fund,asset,weyland-consortium,bm,"When your turn begins, you may move up to 3 credits from your credit pool to C.I. Fund. When your turn begins, place 2 credits on C.I. Fund from the bank if there are at least 6 credits on it. 2 credits,trash: Take all credits from C.I. Fund."
Capital Investors,asset,weyland-consortium,val,"click: Gain 2 credits."
Dedicated Response Team,asset,weyland-consortium,fp,"If the Runner is tagged, Dedicated Response Team gains 'Whenever a successful run ends, do 2 meat damage.'"
Elizabeth Mills,asset,weyland-consortium,st,"When you rez Elizabeth Mills, remove 1 bad publicity. click, trash: Trash 1 location. Take 1 bad publicity."
GRNDL Refinery,asset,weyland-consortium,fal,"GRNDL Refinery can be advanced. click, trash: Gain 4 credits for each advancement token on GRNDL Refinery."
Mark Yale,asset,weyland-consortium,oac,"Whenever you spend an agenda counter, gain 1 credit. trash or any agenda counter: Gain 2 credits."
Mr. Stone,asset,weyland-consortium,td,"Whenever the Runner takes 1 or more tags, do 1 meat damage."
Mumbad Construction Co.,asset,weyland-consortium,bf,"When your turn begins, place 1 advancement token on Mumbad Construction Co. 2 credits: Move 1 advancement token from Mumbad Construction Co. to a faceup card."
Public Support,asset,weyland-consortium,uot,"Place 3 power counters on Public Support when it is rezzed. When there are no power counters left on Public Support, add it to your score area as an agenda worth 1 agenda point. When your turn begins, remove 1 power counter from Public Support."
Quarantine System,asset,weyland-consortium,dc,"Forfeit an agenda: Rez up to 3 pieces of ice, lowering the cost of each by 2 credits for each printed agenda point on the forfeited agenda."
The Board,asset,weyland-consortium,oac,"Each agenda in the Runner's score area is worth 1 less agenda point. When this asset is trashed from anywhere while being accessed, add it to the Runner's score area as an agenda worth 2 agenda points."
The Root,asset,weyland-consortium,up,"3 recurring credits Use these credits to advance, install, and rez cards."
Expo Grid,upgrade,weyland-consortium,uot,"When your turn begins, gain 1 credit if there is a rezzed asset installed in the root of this server. Limit 1 region per server."
Forced Connection,upgrade,weyland-consortium,dtwn,"While the Runner is accessing this upgrade in R&D, they must reveal it. When the Runner accesses this upgrade anywhere except in Archives, Trace[3]. If successful, give the Runner 2 tags."
Simone Diego,upgrade,weyland-consortium,hs,"2 recurring credits You can spend hosted credits to take the basic action to advance cards in the root of or protecting this server."
Surat City Grid,upgrade,weyland-consortium,dag,"Whenever you rez another card in the root of or protecting this server, you may rez 1 card, paying 2 credits less. Limit 1 region per server."
Archer,ice,weyland-consortium,core,"As an additional cost to rez this ice, forfeit 1 agenda. Subroutine Gain 2 credits. Subroutine Trash 1 installed program. Subroutine Trash 1 installed program. Subroutine End the run."
Bloodletter,ice,weyland-consortium,td,"Subroutine The Runner must trash either 1 installed program or the top 2 cards of the stack."
Bulwark,ice,weyland-consortium,in,"When you rez this ice, take 1 bad publicity. When the Runner encounters this ice, gain 2 credits if there is an installed AI program. Subroutine The Runner trashes 1 installed program. Subroutine Gain 2 credits. End the run. Subroutine Gain 2 credits. End the run."
Burke Bugs,ice,weyland-consortium,fp,"Subroutine Trace[0]. If successful, the Runner trashes 1 program."
Caduceus,ice,weyland-consortium,wla,"Subroutine Trace[3]. If successful, the Corp gains 3 credits. Subroutine Trace[2]. If successful, end the run."
Changeling,ice,weyland-consortium,uao,"Changeling can be advanced. While Changeling has an odd number of advancement tokens on it, it gains sentry and loses barrier. Subroutine End the run."
Colossus,ice,weyland-consortium,td,"You can advance this ice. It gets +1 strength for each hosted advancement counter. Subroutine Give the Runner 1 tag. If there are 3 or more hosted advancement counters, instead give the Runner 2 tags. Subroutine Trash 1 installed program. If there are 3 or more hosted advancement counters, instead trash 1 installed program and 1 installed resource."
Formicary,ice,weyland-consortium,rar,"Whenever the Runner approaches a server, you may rez this ice. If you do, move this ice to the innermost position protecting the approached server. The Runner moves to this ice and encounters it. Subroutine End the run unless the Runner suffers 2 net damage."
Hadrian's Wall,ice,weyland-consortium,core,"Hadrian's Wall can be advanced and has +1 strength for each advancement token on it. Subroutine End the run. Subroutine End the run."
Hive,ice,weyland-consortium,dt,"This ice loses 1 of its printed 'Subroutine End the run.' subroutines for each agenda point in your score area. Subroutine End the run. Subroutine End the run. Subroutine End the run. Subroutine End the run. Subroutine End the run."
Ice Wall,ice,weyland-consortium,core,"You can advance this ice. It gets +1 strength for each hosted advancement counter. Subroutine End the run."
Lycan,ice,weyland-consortium,atr,"Lycan can be advanced. While Lycan has an odd number of advancement tokens on it, it gains code gate and loses sentry. Subroutine Trash 1 program."
Mausolus,ice,weyland-consortium,ml,"You can advance this ice. Subroutine Gain 1 credit. If there are 3 or more hosted advancement counters, instead gain 3 credits. Subroutine Do 1 net damage. If there are 3 or more hosted advancement counters, instead do 3 net damage. Subroutine Give the Runner 1 tag. If there are 3 or more hosted advancement counters, instead give the Runner 1 tag and end the run."
Meru Mati,ice,weyland-consortium,bb,"Meru Mati has +3 strength while protecting HQ. Subroutine End the run."
Negotiator,ice,weyland-consortium,val,"2 credits: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Gain 2 credits. Subroutine Trash 1 installed program."
Oduduwa,ice,weyland-consortium,tdatd,"When the Runner encounters Oduduwa, place 1 advancement token on it. You may place X advancement tokens on another piece of ice. X is the number of advancement tokens on Oduduwa. Subroutine End the run. Subroutine End the run."
Salvage,ice,weyland-consortium,hs,"Salvage can be advanced only while rezzed and gains Subroutine Trace[2]. If successful, give the Runner 1 tag. for each advancement token on it."
Shadow,ice,weyland-consortium,core,"Shadow can be advanced and has +1 strength for each advancement token on it. Subroutine The Corp gains 2 credits. Subroutine Trace[3]. If successful, give the Runner 1 tag."
Tithonium,ice,weyland-consortium,fm,"You may forfeit an agenda to rez Tithonium instead of paying its rez cost. Tithonium cannot host cards. Subroutine Trash 1 program. Subroutine Trash 1 program. Subroutine Trash 1 resource and end the run."
Chronos Project,agenda,neutral-corp,fc,"When you score this agenda, the Runner removes all cards in the heap from the game."
Eden Fragment,agenda,neutral-corp,tsb,"Ignore the install cost of the first piece of ice you install each turn. Limit 1 per deck."
False Lead,agenda,neutral-corp,asis,"Forfeit this agenda: If the Runner has 2 or more click remaining, they lose click click."
Gila Hands Arcology,agenda,neutral-corp,cac,"click, click: Gain 3 credits."
Global Food Initiative,agenda,neutral-corp,dad,"Global Food Initiative is worth 1 fewer agenda point while in the Runner's score area."
Merger,agenda,neutral-corp,ftm,"Merger is worth 1 additional agenda point while in the Runner's score area."
Priority Requisition,agenda,neutral-corp,core,"When you score Priority Requisition, you may rez a piece of ice ignoring all costs."
Private Security Force,agenda,neutral-corp,core,"If the Runner is tagged, Private Security Force gains: 'click: Do 1 meat damage.'"
Bad Times,operation,neutral-corp,up,"Play only if the Runner is tagged. The Runner's memory limit is reduced by 2 until the end of the turn."
Best Defense,operation,neutral-corp,in,"Trash 1 installed card with an install cost equal to or less than the number of tags the Runner has."
Cyberdex Trial,operation,neutral-corp,om,"Purge virus counters."
Distract the Masses,operation,neutral-corp,dtwn,"The Runner gains 2 credits. Trash up to 2 cards from HQ, then shuffle up to 2 cards from Archives into R&D. Remove Distract the Masses from the game instead of trashing it."
Hedge Fund,operation,neutral-corp,core,"Gain 9 credits."
Restructure,operation,neutral-corp,st,"Gain 15 credits."
Rover Algorithm,operation,neutral-corp,fm,"Install Rover Algorithm on a rezzed piece of ice as a hosted condition counter with the text 'Host ice has +1 strength for each power counter on Rover Algorithm. Whenever the Runner passes host ice, place 1 power counter on Rover Algorithm.'"
Scarcity of Resources,operation,neutral-corp,es,"This card is not trashed until another current is played or an agenda is stolen. The install cost of each resource is increased by 2."
Melange Mining Corp.,asset,neutral-corp,core,"click, click, click: Gain 7 credits."
Mumba Temple,asset,neutral-corp,kg,"This card costs 0 influence if you have 15 or fewer ice in your deck. 2 recurring credits Use these credits to rez cards."
Museum of History,asset,neutral-corp,kg,"This asset costs 0 influence if you have 50 or more cards in your deck. When your turn begins, you may shuffle 1 card from Archives into R&D."
PAD Campaign,asset,neutral-corp,core,"When your turn begins, gain 1 credit."
Rashida Jaheem,asset,neutral-corp,tdatd,"When your turn begins, you may trash Rashida Jaheem to gain 3 credits and draw 3 cards."
Sandburg,asset,neutral-corp,23s,"If you have at least 10 credits, each piece of ice has +1 strength for every 5 credits in your credit pool."
Tech Startup,asset,neutral-corp,val,"When your turn begins, you may trash Tech Startup. If you do, search R&D for an asset, reveal it, and install it. Shuffle R&D."
TechnoCo,asset,neutral-corp,cotc,"The install cost of each program, piece of hardware, and virtual resource is increased by 1. Whenever the Runner installs a program, piece of hardware, or virtual resource, you may gain 1 credit."
Mumbad Virtual Tour,upgrade,neutral-corp,si,"This upgrade costs 0 influence if you have 7 or more assets in your deck. When the Runner accesses this upgrade while it is installed, they must trash it, if able."
Signal Jamming,upgrade,neutral-corp,dc,"trash: Cards cannot be installed until the end of the run. Use this ability only during a run on this server."
Underway Grid,upgrade,neutral-corp,uw,"Ice protecting this server cannot be bypassed. Cards in the root of and/or protecting this server cannot be exposed. Limit 1 region per server."
Assassin,ice,neutral-corp,dad,"Subroutine Trace[5]. If successful, do 3 net damage. Subroutine Trace[4]. If successful, trash 1 program."
Enigma,ice,neutral-corp,core,"Subroutine The Runner loses click. Subroutine End the run."
Galahad,ice,neutral-corp,up,"When the Runner encounters Galahad, you may reveal up to 2 grail ice from HQ. For the remainder of this run, Galahad gains the subroutines of the revealed ice in the order of your choice. Subroutine End the run."
Hunter,ice,neutral-corp,core,"Subroutine Trace[3]. If successful, give the Runner 1 tag."
Macrophage,ice,neutral-corp,qu,"Subroutine Trace[4]. If successful, purge virus counters. Subroutine Trace[3]. If successful, trash 1 virus. Subroutine Trace[2]. If successful, remove a virus in the heap from the game. Subroutine Trace[1]. If successful, end the run."
Mother Goddess,ice,neutral-corp,up,"Mother Goddess gains the subtypes of all other rezzed ice. Subroutine End the run."
Quandary,ice,neutral-corp,dt,"Subroutine End the run."
Rainbow,ice,neutral-corp,hap,"Subroutine End the run."
Vanilla,ice,neutral-corp,tlm,"Subroutine End the run."
Wall of Static,ice,neutral-corp,core,"Subroutine End the run."
